Medicamento,Unidade,Acerto Geral,Contagem 4 semanas (Calc),Contagem 4 semanas (Gab),Contagem 4 semanas (Dif),Contagem 4 semanas (Status),Contagem 8 semanas (Calc),Contagem 8 semanas (Gab),Contagem 8 semanas (Dif),Contagem 8 semanas (Status),Contagem 12 semanas (Calc),Contagem 12 semanas (Gab),Contagem 12 semanas (Dif),Contagem 12 semanas (Status),Contagem 16 semanas (Calc),Contagem 16 semanas (Gab),Contagem 16 semanas (Dif),Contagem 16 semanas (Status),Contagem 26 semanas (Calc),Contagem 26 semanas (Gab),Contagem 26 semanas (Dif),Contagem 26 semanas (Status),Contagem 52 semanas (Calc),Contagem 52 semanas (Gab),Contagem 52 semanas (Dif),Contagem 52 semanas (Status),Contagem ano (Calc),Contagem ano (Gab),Contagem ano (Dif),Contagem ano (Status),Contagem total (Calc),Contagem total (Gab),Contagem total (Dif),Contagem total (Status),Máximo (Calc),Máximo (Gab),Máximo (Dif),Máximo (Status),Mediana 4 semanas (Calc),Mediana 4 semanas (Gab),Mediana 4 semanas (Dif),Mediana 4 semanas (Status),Mediana 8 semanas (Calc),Mediana 8 semanas (Gab),Mediana 8 semanas (Dif),Mediana 8 semanas (Status),Mediana 12 semanas (Calc),Mediana 12 semanas (Gab),Mediana 12 semanas (Dif),Mediana 12 semanas (Status),Mediana 16 semanas (Calc),Mediana 16 semanas (Gab),Mediana 16 semanas (Dif),Mediana 16 semanas (Status),Mediana 26 semanas (Calc),Mediana 26 semanas (Gab),Mediana 26 semanas (Dif),Mediana 26 semanas (Status),Mediana 52 semanas (Calc),Mediana 52 semanas (Gab),Mediana 52 semanas (Dif),Mediana 52 semanas (Status),Mediana ano (Calc),Mediana ano (Gab),Mediana ano (Dif),Mediana ano (Status),Mediana total (Calc),Mediana total (Gab),Mediana total (Dif),Mediana total (Status),Tipo método (Calc),Tipo método (Gab),Tipo método (Dif),Tipo método (Status),Método (Calc),Método (Gab),Método (Dif),Método (Status),MetEst (Calc),MetEst (Gab),MetEst (Dif),MetEst (Status),Reposição (Calc),Reposição (Gab),Reposição (Dif),Reposição (Status),Total Geral (Calc),Total Geral (Gab),Total Geral (Dif),Total Geral (Status)
"ADESIVO NICOTINA 7 MG","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","6","6","","correto","0","0","","correto","14","14","","correto","315","315","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","28","28","","correto","0","0","","correto","49","49","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1015","1015","","correto",
"FRALDA DESC GERIATRICA - M","Olavo",91.30,"1","1","","correto","3","3","","correto","4","4","","correto","4","4","","correto","6","6","","correto","19","19","","correto","6","6","","correto","43","43","","correto","240","240","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","50","50","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","69","69","","correto","240","240","","correto","240","0","240","incorreto","3598","3598","","correto",
"MEDROXIPROGESTERONA, ACETATO + CIPIONATO DE ESTRADIOL (CYCLOFEMINA)","Olavo",91.30,"0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","1","1","","correto","1","0","1","incorreto","1","1","","correto",
"LEVONORGESTREL 0,15MG+ETINILESTRADIOL 0,03MG- CICLO 21","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","357","357","","correto","105","105","","correto","105","105","","correto","105","105","","correto","105","105","","correto","95","95","","correto","105","105","","correto","105","105","","correto","126","126","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","126","126","","correto","378","378","","correto","378","211","167","incorreto","12461","12461","","correto",
"CETOPROFENO 100 MG - EV","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","31","31","","correto","22","22","","correto","31","31","","correto","63","63","","correto","31","31","","correto","31","31","","correto","32","32","","correto","31","31","","correto","29","29","","correto","22","22","","correto","31","31","","correto","22","22","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","32","32","","correto","96","96","","correto","96","67","29","incorreto","707","707","","correto",
"ETOMIDATO 2 MG/ML - AMP","Olavo",91.30,"3","3","","correto","4","4","","correto","4","4","","correto","5","5","","correto","7","7","","correto","13","13","","correto","5","5","","correto","24","24","","correto","7","7","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","7","7","","correto","7","0","7","incorreto","41","41","","correto",
"NISTATINA POMADA VAG.","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","49","49","","correto","22","22","","correto","85","85","","correto","18","18","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","4","4","","correto","12","12","","correto","12","0","12","incorreto","354","354","","correto",
"NEOMICINA + BACITRACINA POMADA","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","41","41","","correto","14","14","","correto","16","16","","correto","20","20","","correto","20","20","","correto","17","17","","correto","16","16","","correto","19","19","","correto","17","17","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","20","20","","correto","60","60","","correto","60","5","55","incorreto","1648","1648","","correto",
"PREGABALINA 75MG - LYRICA","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","14","14","","correto","20","20","","correto","45","45","","correto","18","18","","correto","81","81","","correto","690","690","","correto","300","300","","correto","210","210","","correto","240","240","","correto","255","255","","correto","255","255","","correto","180","180","","correto","240","240","","correto","180","180","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","300","300","","correto","900","900","","correto","900","505","395","incorreto","15015","15015","","correto",
"NITROGLICERINA 5 MG/ML - TRIDIL","Olavo",91.30,"1","1","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","4","4","","correto","2","2","","correto","6","6","","correto","8","8","","correto","1","1","","correto","1","1","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","0","0","","correto","8","8","","correto","8","0","8","incorreto","20","20","","correto",
"FRALDA DESC GERIATRICA - P","Olavo",91.30,"2","2","","correto","3","3","","correto","4","4","","correto","6","6","","correto","10","10","","correto","20","20","","correto","8","8","","correto","30","30","","correto","150","150","","correto","75","75","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","100","100","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","52","52","","correto","150","150","","correto","150","0","150","incorreto","2700","2700","","correto",
"ENSURE LATA 400G","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","65","65","","correto","14","14","","correto","8","8","","correto","6","6","","correto","7","7","","correto","8","8","","correto","7","7","","correto","8","8","","correto","7","7","","correto","8","8","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","8","8","","correto","24","24","","correto","24","14","10","incorreto","485","485","","correto",
"NORFLOXACINO 400MG","Olavo",91.30,"1","1","","correto","2","2","","correto","3","3","","correto","3","3","","correto","5","5","","correto","14","14","","correto","3","3","","correto","32","32","","correto","70","70","","correto","14","14","","correto","42","42","","correto","56","56","","correto","56","56","","correto","14","14","","correto","20","20","","correto","56","56","","correto","28","28","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","17","17","","correto","70","70","","correto","70","0","70","incorreto","880","880","","correto",
"POLIVITAMINICO GTS","Olavo",91.30,"1","1","","correto","1","1","","correto","3","3","","correto","4","4","","correto","7","7","","correto","18","18","","correto","6","6","","correto","20","20","","correto","4","4","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","4","4","","correto","4","2","2","incorreto","31","31","","correto",
"LEITE NAN COMFOR 1 - LATA 800 G","Olavo",91.30,"3","3","","correto","6","6","","correto","8","8","","correto","9","9","","correto","12","12","","correto","19","19","","correto","10","10","","correto","29","29","","correto","5","5","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","3","3","","correto","2","2","","correto","3","3","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","5","5","","correto","5","1","4","incorreto","69","69","","correto",
"NISTATINA 100.000 SUSP FRASCO 60 ML","Olavo",91.30,"1","1","","correto","4","4","","correto","6","6","","correto","6","6","","correto","10","10","","correto","18","18","","correto","8","8","","correto","40","40","","correto","9","9","","correto","1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","9","9","","correto","9","0","9","incorreto","105","105","","correto",
"IBUPROFENO 50MG/ML - GOTAS","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","25","25","","correto","42","42","","correto","22","22","","correto","46","46","","correto","19","19","","correto","5","5","","correto","5","5","","correto","6","6","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","6","6","","correto","18","18","","correto","18","0","18","incorreto","269","269","","correto",
"ROCURÔNIO 50 MG/ 5 ML - IV","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","2","2","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","2","2","","correto",
"SULFAMET. +TRIMETOPRIMA  400 + 80MG","Olavo",91.30,"3","3","","correto","6","6","","correto","10","10","","correto","14","14","","correto","21","21","","correto","43","43","","correto","20","20","","correto","77","77","","correto","220","220","","correto","20","20","","correto","25","25","","correto","35","35","","correto","30","30","","correto","40","40","","correto","40","40","","correto","35","35","","correto","50","50","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","50","50","","correto","150","150","","correto","150","20","130","incorreto","4139","4139","","correto",
"OMEPRAZOL SODICO PO INJETAVEL","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","24","24","","correto","50","50","","correto","20","20","","correto","56","56","","correto","12","12","","correto","4","4","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","4","4","","correto","5","5","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","15","15","","correto","15","8","7","incorreto","238","238","","correto",
"INSULINA HUMANA NPH 100 UI/ML - CANETA","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","113","113","","correto","47","47","","correto","47","47","","correto","52","52","","correto","52","52","","correto","52","52","","correto","51","51","","correto","52","52","","correto","54","54","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","54","54","","correto","162","162","","correto","162","0","162","incorreto","4963","4963","","correto",
"PHOSFOENEMA 130ML","Olavo",91.30,"1","1","","correto","2","2","","correto","3","3","","correto","6","6","","correto","9","9","","correto","22","22","","correto","8","8","","correto","40","40","","correto","9","9","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","3","3","","correto","1","1","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","3","3","","correto","9","9","","correto","9","0","9","incorreto","132","132","","correto",
"ADESIVO NICOTINA 21 MG","Olavo",91.30,"3","3","","correto","3","3","","correto","4","4","","correto","4","4","","correto","9","9","","correto","20","20","","correto","6","6","","correto","27","27","","correto","350","350","","correto","42","42","","correto","42","42","","correto","42","42","","correto","42","42","","correto","42","42","","correto","49","49","","correto","42","42","","correto","42","42","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","40","40","","correto","350","350","","correto","350","0","350","incorreto","2065","2065","","correto",
"MEDROXIPROGESTERONA, ACETATO 150MG/ML (DEPOPROVERA)","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","50","50","","correto","22","22","","correto","88","88","","correto","13","13","","correto","5","5","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","4","4","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","5","5","","correto","15","15","","correto","15","0","15","incorreto","412","412","","correto",
"DEXAMETASONA 0.1% CREME 10 GR","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","98","98","","correto","26","26","","correto","25","25","","correto","26","26","","correto","26","26","","correto","30","30","","correto","29","29","","correto","30","30","","correto","33","33","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","33","33","","correto","99","99","","correto","99","51","48","incorreto","3419","3419","","correto",
"METOPROLOL 25 MG","Olavo",91.30,"3","3","","correto","3","3","","correto","6","6","","correto","10","10","","correto","20","20","","correto","36","36","","correto","16","16","","correto","47","47","","correto","540","540","","correto","60","60","","correto","60","60","","correto","75","75","","correto","105","105","","correto","165","165","","correto","120","120","","correto","105","105","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","165","165","","correto","495","495","","correto","495","45","450","incorreto","6630","6630","","correto",
"LORATADINA 10 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","1260","1260","","correto","992","992","","correto","882","882","","correto","805","805","","correto","798","798","","correto","602","602","","correto","624","624","","correto","636","636","","correto","600","600","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","992","992","","correto","2976","2976","","correto","2976","1332","1644","incorreto","55610","55610","","correto",
"PARACETAMOL 200 MG/ ML -  FRASCO 15 ML GOTAS","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","34","34","","correto","12","12","","correto","12","12","","correto","12","12","","correto","12","12","","correto","10","10","","correto","12","12","","correto","11","11","","correto","13","13","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","13","13","","correto","39","39","","correto","39","0","39","incorreto","1344","1344","","correto",
"DIOSMINA + HESPERIDINA 450/50 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","2130","2130","","correto","1335","1335","","correto","1335","1335","","correto","1478","1478","","correto","1463","1463","","correto","1418","1418","","correto","1275","1275","","correto","1463","1463","","correto","1290","1290","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","1478","1478","","correto","4434","4434","","correto","4434","1074","3360","incorreto","115955","115955","","correto",
"AMIODARONA 50MG/ML - AMP","Olavo",91.30,"2","2","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","11","11","","correto","3","3","","correto","14","14","","correto","10","10","","correto","4","4","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2","2","","correto","3","3","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","10","10","","correto","10","0","10","incorreto","46","46","","correto",
"TALA METALICA","Olavo",95.65,"0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","1","1","","correto","0","0","","correto","1","1","","correto","6","6","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","0","0","","correto","6","6","","correto","0","0","","correto","6","6","","correto","3.INATIVOS","3.INATIVOS","","correto","0","0","","correto","0","0","","correto","0","0","","correto","6","6","","correto",
"PREDNISONA 5 MG - CP","Olavo",91.30,"2","2","","correto","6","6","","correto","10","10","","correto","12","12","","correto","19","19","","correto","36","36","","correto","15","15","","correto","68","68","","correto","480","480","","correto","90","90","","correto","60","60","","correto","50","50","","correto","50","50","","correto","40","40","","correto","53","53","","correto","40","40","","correto","63","63","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","90","90","","correto","270","270","","correto","270","0","270","incorreto","5570","5570","","correto",
"IMIPRAMINA 25 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","24","24","","correto","44","44","","correto","21","21","","correto","77","77","","correto","420","420","","correto","165","165","","correto","120","120","","correto","120","120","","correto","110","110","","correto","90","90","","correto","90","90","","correto","90","90","","correto","110","110","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","165","165","","correto","495","495","","correto","495","355","140","incorreto","10640","10640","","correto",
"AMBROXOL XAROPE INFANTIL","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","88","88","","correto","48","48","","correto","31","31","","correto","28","28","","correto","25","25","","correto","22","22","","correto","15","15","","correto","15","15","","correto","16","16","","correto","13","13","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","31","31","","correto","93","93","","correto","93","20","73","incorreto","1352","1352","","correto",
"PROPRANOLOL 40MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","51","51","","correto","22","22","","correto","83","83","","correto","620","620","","correto","110","110","","correto","100","100","","correto","100","100","","correto","100","100","","correto","105","105","","correto","120","120","","correto","100","100","","correto","140","140","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","140","140","","correto","420","420","","correto","420","0","420","incorreto","14340","14340","","correto",
"TIBOLONA 1,25MG","Olavo",91.30,"1","1","","correto","3","3","","correto","6","6","","correto","6","6","","correto","13","13","","correto","29","29","","correto","11","11","","correto","49","49","","correto","245","245","","correto","105","105","","correto","105","105","","correto","70","70","","correto","70","70","","correto","70","70","","correto","70","70","","correto","70","70","","correto","70","70","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","105","105","","correto","315","315","","correto","315","0","315","incorreto","4010","4010","","correto",
"AZITROMICINA SUSP. 200MG/5ML","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","22","22","","correto","47","47","","correto","20","20","","correto","84","84","","correto","50","50","","correto","21","21","","correto","17","17","","correto","21","21","","correto","15","15","","correto","13","13","","correto","19","19","","correto","13","13","","correto","15","15","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","21","21","","correto","63","63","","correto","63","39","24","incorreto","1522","1522","","correto",
"SUPLEMENTO VITAMINICO A-Z","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","24","24","","correto","50","50","","correto","21","21","","correto","87","87","","correto","723","723","","correto","150","150","","correto","195","195","","correto","270","270","","correto","240","240","","correto","215","215","","correto","183","183","","correto","210","210","","correto","225","225","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","270","270","","correto","810","810","","correto","810","60","750","incorreto","22177","22177","","correto",
"BUPROPIONA 150 MG - TABAGISMO","Olavo",91.30,"4","4","","correto","7","7","","correto","10","10","","correto","12","12","","correto","20","20","","correto","42","42","","correto","16","16","","correto","69","69","","correto","1770","1770","","correto","135","135","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","135","135","","correto","405","405","","correto","405","0","405","incorreto","11400","11400","","correto",
"SORO MANITOL 250ML","Olavo",91.30,"4","4","","correto","6","6","","correto","8","8","","correto","11","11","","correto","15","15","","correto","18","18","","correto","14","14","","correto","18","18","","correto","6","6","","correto","3","3","","correto","4","4","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","3","3","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","6","6","","correto","6","4","2","incorreto","56","56","","correto",
"CETOPROFENO 50 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","1387","1387","","correto","744","744","","correto","732","732","","correto","744","744","","correto","744","744","","correto","744","744","","correto","756","756","","correto","744","744","","correto","780","780","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","780","780","","correto","2340","2340","","correto","2340","1038","1302","incorreto","72425","72425","","correto",
"CARBAMAZEPINA SUSP. 100 ML- 20 MG/ML","Olavo",91.30,"1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","3","3","","correto","8","8","","correto","2","2","","correto","16","16","","correto","8","8","","correto","5","5","","correto","5","5","","correto","5","5","","correto","5","5","","correto","7","7","","correto","6","6","","correto","6","6","","correto","6","6","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","8","8","","correto","8","0","8","incorreto","95","95","","correto",
"PARACETAMOL 500 MG - COMP","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","730","730","","correto","235","235","","correto","180","180","","correto","205","205","","correto","210","210","","correto","195","195","","correto","220","220","","correto","195","195","","correto","251","251","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","251","251","","correto","753","753","","correto","753","173","580","incorreto","26183","26183","","correto",
"OXCARBAZEPINA 300 MG","Olavo",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","13","13","","correto","21","21","","correto","41","41","","correto","18","18","","correto","78","78","","correto","420","420","","correto","105","105","","correto","90","90","","correto","90","90","","correto","90","90","","correto","120","120","","correto","120","120","","correto","105","105","","correto","120","120","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","120","120","","correto","360","360","","correto","360","90","270","incorreto","11700","11700","","correto",
"FRALDA DESC GERIATRICA - XG","Olavo",91.30,"4","4","","correto","7","7","","correto","11","11","","correto","15","15","","correto","25","25","","correto","48","48","","correto","21","21","","correto","75","75","","correto","322","322","","correto","115","115","","correto","92","92","","correto","92","92","","correto","138","138","","correto","92","92","","correto","92","92","","correto","92","92","","correto","138","138","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","138","138","","correto","414","414","","correto","414","184","230","incorreto","9364","9364","","correto",
"RIVAROXABANA 10 MG (XARELTO)","Olavo",91.30,"0","0","","correto","1","1","","correto","1","1","","correto","1","1","","correto","4","4","","correto","10","10","","correto","3","3","","correto","16","16","","correto","30","30","","correto","0","0","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","30","30","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","9","9","","correto","30","30","","correto","30","0","30","incorreto","480","480","","correto",
"ACIDO FOLICO 5MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","89","89","","correto","540","540","","correto","190","190","","correto","190","190","","correto","190","190","","correto","190","190","","correto","190","190","","correto","180","180","","correto","190","190","","correto","200","200","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","200","200","","correto","600","600","","correto","600","0","600","incorreto","18920","18920","","correto",
"SULFAM. + TRIMETROP. 40 + 8 MG/ML - SUSPENSÃO ORAL 100 ML","Olavo",91.30,"0","0","","correto","1","1","","correto","2","2","","correto","4","4","","correto","7","7","","correto","17","17","","correto","7","7","","correto","41","41","","correto","8","8","","correto","0","0","","correto","1","1","","correto","2","2","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","1","1","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","2","2","","correto","8","8","","correto","8","0","8","incorreto","84","84","","correto",
"METRONIDAZOL 250 MG","Olavo",91.30,"3","3","","correto","7","7","","correto","11","11","","correto","15","15","","correto","21","21","","correto","43","43","","correto","20","20","","correto","76","76","","correto","280","280","","correto","100","100","","correto","60","60","","correto","80","80","","correto","60","60","","correto","80","80","","correto","80","80","","correto","70","70","","correto","80","80","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","100","100","","correto","300","300","","correto","300","0","300","incorreto","7672","7672","","correto",
"RISPERIDONA 1 MG/ML SOLUÇÃO","Olavo",91.30,"1","1","","correto","2","2","","correto","2","2","","correto","2","2","","correto","8","8","","correto","13","13","","correto","5","5","","correto","23","23","","correto","17","17","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2","2","","correto","2.INTERMITENTES","2.INTERMITENTES","","correto","1","1","","correto","17","17","","correto","17","0","17","incorreto","72","72","","correto",
"AMOXICILINA + CLAVULANATO SUSP 250 MG/5 ML","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","77","77","","correto","35","35","","correto","28","28","","correto","21","21","","correto","15","15","","correto","14","14","","correto","9","9","","correto","9","9","","correto","10","10","","correto","7","7","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","28","28","","correto","84","84","","correto","84","43","41","incorreto","685","685","","correto",
"SERTRALINA 50MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","3348","3348","","correto","1605","1605","","correto","1825","1825","","correto","2025","2025","","correto","2025","2025","","correto","1985","1985","","correto","1985","1985","","correto","2030","2030","","correto","2070","2070","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","2070","2070","","correto","6210","6210","","correto","6210","3180","3030","incorreto","188195","188195","","correto",
"ACIDO VALPROICO 250 MG","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","15","15","","correto","25","25","","correto","51","51","","correto","21","21","","correto","89","89","","correto","2356","2356","","correto","605","605","","correto","575","575","","correto","575","575","","correto","575","575","","correto","510","510","","correto","475","475","","correto","510","510","","correto","592","592","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","605","605","","correto","1815","1815","","correto","1815","765","1050","incorreto","57475","57475","","correto",
"IBUPROFENO 100MG/ML -  GOTAS","Olavo",91.30,"4","4","","correto","8","8","","correto","12","12","","correto","16","16","","correto","26","26","","correto","52","52","","correto","22","22","","correto","90","90","","correto","80","80","","correto","32","32","","correto","24","24","","correto","24","24","","correto","23","23","","correto","17","17","","correto","20","20","","correto","19","19","","correto","23","23","","correto","1.ORDINÁRIOS","1.ORDINÁRIOS","","correto","32","32","","correto","96","96","","correto","96","41","55","incorreto","2254","2254","","correto",
